;;;;;;;;;;;;;;;;;;;;;
Base articles - Vente produits;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Classification article;;;Article;;;;;;Visible dans les outils;;Tarification;;;;;;Unité de mesure article;;;;
Catalogue;Famille;Sous-famille;Code;"Libellé court
(JDE, BL)";"Libellé commercial
(Devis, rapport, facture, OCW, UNITEC)";Statut article;Statut Stock;Article soumis à restriction client;OCW;UNITEC;Famille;Sous-famille;Code sous-Famille;"Tarif de référence
(pour unité de mesure principale)";Code de regroupement;Libellé code regroupement;Unité de mesure principale;Unité de mesure d'appro;Unité de mesure par défaut en nomenclature de pièces détachées;Conversion unité de mesure appro;Conversion unité de mesure nomenclature
CATEGORIE_ARTICLE;FAMILLE_ARTICLE;SOUS_FAMILLE_ARTICLE;CODE;LIBELLE;LIBELLE_COMMERCIAL;STATUT_ARTICLE;STATUT_STOCK;Art_sous_restriction;OCW;UNITEC;LIB_FAMILLE_TARIFAIRE;LIB_SOUS_FAMILLE_TARIFAIRE;SOUS_FAMILLE_TARIFAIRE;TARIF_REF_UM_PRIN;CODE_REGROUPEMENT;LIBELLE_REGROUPEMENT;UM_PRINCIPAL;UM_APPRO;UM_DEFAUT_BOM;CONV_UM_APPRO;CONV_UM_BOM
Catalogue produits;Signalisation;Panneau;P05319;PAN PVC 140x180 M.E PIA;Panneau PVC 140x180 - Mode d'emploi PIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     22,74;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05510;PAN PVC 140X180 M.E RIA HT;Panneau PVC 140x180 - Mode d'emploi RIA DMFA HT;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,37;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05705;PAN. EXT EAU QRCODE 10x15;Panneau PVC 100x150 - Extincteur eau foyer AB + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05706;PAN. EXT POUDRE QRCODE 10x15;Panneau PVC 100x150 - Extincteur poudre foyer ABC + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05707;PAN. EXT C02 QRCODE 10x15;Panneau PVC 100x150 - Extincteur CO2 foyer B + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05708;PAN. RIA QRCODE 10x15;Panneau PVC 100x150 - RIA foyer A + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05709;PANNEAU DAE QRCODE;Panneau PVC 150x200 - Consignes DAE + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05710;PAN.DAE QRCODE SITE EQUIPE;Panneau PVC 150x200 - Site équipé de défibrillateur + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05712;PAN. EXT EAU QRCODE 15x20;Panneau PVC 150x200 - Extincteur eau foyer AB + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,07;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05713;PAN. EXT POUDRE QRCODE 15x20;Panneau PVC 150x200 - Extincteur poudre foyer ABC + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,07;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05714;PAN. EXT C02 QRCODE 15x20;Panneau PVC 150x200 - Extincteur CO2 foyer B + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,07;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05715;PAN. RIA QRCODE 15x20;Panneau PVC 150x200 - RIA foyer A + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,07;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05716;PAN.CONS. EVACUATION QRCODE;Panneau PVC 150x200 - Consignes d'évacuation + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05717;PAN.CONS. INCENDIE QRCODE;Panneau PVC 150x200 - Consignes en cas d'incendie + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05722;PANNEAU EXT AB QRCODE ALU;Panneau alu brossé 100x150 – Ext. eau foyer AB + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     34,78;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05723;PANNEAU EXT B QRCODE ALU;Panneau alu brossé 100x150 – Ext. CO2 foyer B + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     34,78;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05724;PANNEAU EXT ABC QRCODE ALU;Panneau alu brossé 100x150 – Ext. poudre foyer ABC + QRCODE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     34,78;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05738;PAN.PHOT. SANS ISSUE 40X10;Panneau PVC photolu. 400x100 - Sans issue;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05748;PAN. PHOT. VAN. COUP. GAZ;Panneau PVC photolu. 400x100 - Vanne coupure gaz;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05777;P.INTERD.VAPOTER 2017-633;Panneau PVC 150x210 texte + picto - Interdiction de vapoter;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     15,38;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05778;PAN. PVC CIG. BARREE + DDF;Panneau PVC 300x300 - Cigarette barrée;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05779;P.INTERD.FUMER ET VAPOTER;Panneau PVC 150x210 - Interdiction de fumer et vapoter;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     18,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05788;PAN. PVC NON FUMEUR+DECRET;Panneau PVC 200x200 - Cigarette barrée + décret;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P06243;PAN PVC CLASSEFEU BC 12X12;Panneau PVC 120x120 - Classe de feux BC;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;      7,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P06246;PANNEAU LAVE-OEIL 300X100;Panneau PVC 300x100 - Texte lave-œil;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P07683;PAN.ALUSTATIONNEMENT INT.;Panneau alu. Ø450 - Stationnement et arrêt interdits;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;    378,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09052;PLEXI EXT.+F.DROITE10X10;"Panneau plexi.rouge 100x100 - Texte""Extinct.""+Flèche droite";Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09053;PLEXI EXT.+F.DROITE20X20;"Panneau plexi.rouge 200x200 - Texte""Extinct.""+Flèche droite";Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09054;PLEXI EXT.+F.GAUCHE10X10;"Panneau plexi.rouge 100x100 - Texte""Extinct.""+Flèche gauche";Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09055;PLEXI EXT.+F.GAUCHE20X20;"Panneau plexi.rouge 200x200 - Texte""Extinct.""+Flèche gauche";Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09056;PLEXI.TEXTEXTINCTEUR10X5;Panneau plexi.rouge 100x50 - Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09057;PLEXI.T.EXTINCTEUR 20X10;Panneau plexi.rouge 200x100 - Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09058;PLEXI.EXTINCTEUR(SYM)10X10;Panneau plexi.rouge 100x100 - Symbole Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09059;PLEXI. LOGO EXTINCT 10X10;Panneau plexi.trans.100x100 - Symbole Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09060;PLEXI. LOGO EXTINCT 20X20;Panneau plexi.rouge 200x200 - Symbole Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09061;PLEXI. LOGO EXTINCT 20X20;Panneau plexi.trans 200x200 - Symbole Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09062;PLEXI. LOGO EXT+F.DR 10X10;"Panneau plexi.rouge 100x100 - Logo""Extinct."" +Flèche droite";Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09066;PLEXI. SANS ISSUE 10X10;Panneau plexi.rouge 100x100 - Sans issue;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09067;PLEXI.ADHSANS ISSUE20X20;Panneau plexi.rouge 200x200 - Sans issue;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09068;PLEXI.PORTE C.FEU A.M.F;Panneau plexi.adh.rouge 100x100 - Porte coupe-feu maint. F.;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09069;PLEXI.P.C.FEU A.M.F20X20;Panneau plexi.adh.rouge 200x200 - Porte coupe-feu maint. F.;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09070;PLEXI.P.C.FEU NPMOASF 10;Panneau plexi.adh.rouge 100x100 - Porte coupe-feu obstacle;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09071;PLEXI.P.C.FEU NPMOASF 20;Panneau plexi.adh.rouge 200x200 - Porte coupe-feu obstacle;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09072;PLEXI.ARMOIRE ELEC 10X10;Panneau plexi.adh.jaune 100x100 - Armoire électrique;Article en fin de vie;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09075;PLEXI.T. DEF.FUMER 20X20;Panneau plexi.adh.rouge 200x200 - Défense de fumer;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09076;PLEXI.LOGDEF.FUMER 10X10;Panneau plexi.adh.trans. 100x100 - Symbole défense de fumer;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09077;PLEXI.LOG.DEFENSE FUMER 20;Panneau plexi.adh.trans. 200x200 - Symbole défense de fumer;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     31,44;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09078;P.LOGO EXT+RIA 400X200;Panneau PVC 200x400 - Symbole extincteur et RIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     28,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09080;PAN. EXT. SUR ROUES 20X20;Panneau PVC 200x200 - Symbole extincteur sur roues;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09081;P.LOGO EXT. SUR ROUES 30;Panneau PVC 300x300 - Symbole extincteur sur roues;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     20,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09082;P.TEXTE EXT. SOUS ALARME;Etiquette vinyle adhésive 150x50 - Extincteur sous alarme;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09083;PANNEAU EXTINCT.EAU PURE;Panneau PVC 200x300 - Classe de feux A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     20,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09084;P. CLASSE FEUX AB LOGO+F;Panneau PVC 200x300 - Classe de feux AB;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,76;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09085;PANNEAU EXTINCT.CO2;Panneau PVC 200x300 - Classe de feux B;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,76;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09086;P. CLASSE BC LOGO+F.200X300;Panneau PVC 200x300 - Classe de feux BC;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     20,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09087;PANNEAU EXTINCT.POUDRE ABC;Panneau PVC 200x300 - Classe de feux ABC;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,76;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09088;P. CLASSE FEUXD LOGO+F;Panneau PVC 200x300 - Classe de feux D;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     20,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09095;PAN. ATTENTION AU FEU+LOGO;Panneau PVC 400x600 - Attention au feu;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     28,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09107;P.PVC POINT RASSEMBLEMENT;Panneau PVC 200x200 - Point de rassemblement;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09108;P.PHOT POINT RASSEMBLEMENT;Panneau PVC photolu. 200x200 - Point de rassemblement;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,74;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09109;P.PVC LOCAUX 1ER SECOURS;Panneau PVC 200x200 - Locaux de premier secours;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09115;P.PVC FLEC DIRECTIONNELLE;Panneau PVC 200x200 - Flèche directionnelle;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09116;P.PHOT FLEC DIRECTIONNELLE;Panneau PVC photolu. 200x200 - Flèche directionnelle;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,74;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09117;P.PVC PICTO SORTIE GAUCHE;Panneau PVC 300x120 - Sortie à gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09118;P.PVC PICTO SORTIE DROITE;Panneau PVC 300x120 - Sortie à droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09119;P.PVC PICTO SORTIE EN BAS;Panneau PVC 300x120 - Sortie en bas;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09125;P.PVC SYMB LAVEUR OCULAIRE;Panneau PVC 200x200 - Symbole laveur oculaire;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09127;"P.CLASSE FEUX""ABF""";Panneau PVC 200x300 - Classe de feu ABF;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,76;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09130;PAN. RIA DEFAVORISE 140 x 180;Panneau PVC 140x180 - RIA le plus défavorisé;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09132;PAN. RIA ATTENTION SOUS AIR;Panneau PVC 140x180 - Attention RIA sous air;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09212;P.PVC TELEPHONE SAUVETAGE;Panneau PVC 200x200 Pictogramme - Téléphone Sauvetage;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09214;P.PVC DECLENCHEUR MANUEL;Panneau PVC 200x200 - Déclencher l'alarme ici;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     16,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09215;P.PHOT DECLENCHEUR MANUEL;Panneau PVC photolu. 200x200 - Alarme;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,74;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09216;P.PVC RIA 400 X 400;Panneau PVC 400x400 - Symbole RIA recto/verso;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,76;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09226;P.DRAP.R/V LOGO RIA 400X400;Panneau drapeau R/V alu laqué blanc 400x400 - Symbole RIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     94,97;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09270;PAN PVC EXT LI-ION 200X300;Panneau PVC 200x300 - Classe de feu A LI-ION;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     13,63;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09530;P.PVC RASSEMBLEMENT+TEXTE;Panneau PVC prépercé 600x700 - Logo+texte Pt rassemblement;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     50,15;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09554;"PAN.PVC""BAC A SABLE""200X80";Panneau PVC 200x80 - Bac à sable;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09557;P.SORTIE R/V 89X30 DTE/GAU;Panneau supendu recto-verso  890x300 - Sortie droite/gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     53,51;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09558;P.SORTIE R/V 60X30 DTE/GAU;Panneau suspendu recto-verso 600x300 - Sortie droite/gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     42,13;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09559;P.SORTIE+FLECHE 60X30 R/V;Panneau recto-verso à suspendre 600x300 - Sortie en bas;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     53,51;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09560;P.SORTIE+DESCENTE 60X30R/V;Panneau PVC à suspendre 600x300 - Sortie + descente;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     53,51;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09562;P.SORTIE+MONTEE 60X30 R/V;Panneau recto-verso à suspendre 600x300 - Sortie + montée;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     53,51;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09572;P.SORTIE R/V 30X20 DTE/GAU;Panneau recto-verso 300x200 picto - Sortie droite/gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P09579;P.SORTIE+FLECHEBAS 60X30 RECTO; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     30,43;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P0D015;PANNEAU PVC EVAC.ET SORTIE;Panneau PVC 300x250 - Sortie secours à utiliser si urgence;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     51,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P0D158;DEFENSE DE FUMER D6,5 PVC;Panneau PVC 75x80 - Interdiction de fumer + Symbole;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     23,41;; ;Boite;Boite;Boite; ; 
Catalogue produits;Signalisation;Panneau;P0D160;PAN.VOLET DESENFUMAGE 15x5;Panneau PVC 15x5 - Volet de désenfumage - Ne pas encombrer;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     13,38;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P0D161;DEFENSE DE FUMER D12,5 PVC;Panneau PVC 150x160 - Défense de fumer;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     61,53;; ;Unité;Unité;Unité; ; 
